"gene_name","stat"
"GFI1",0.5721753344356
"NUP210L",0.571628773456693
"SLC25A5",0.57085655916623
"ZNF706",0.570247652754545
"AL645728.1",0.569575655567516
"BHLHE40-AS1",0.56731647733439
"CHRNG",0.566679418523279
"ALS2CR12",0.565550908067048
"MORF4L1",0.563573733947628
"RP1-178F15.4",0.562903177468004
"SZRD1",0.562203416556043
"ATP5F1",0.562179866889184
"LCE1E",0.562051977312225
"GPATCH4",0.560783070371308
"VPS72",0.55928712923997
"FCRL6",0.558455446140884
"POLR3C",0.558166270581221
"SF3A3",0.556408790410656
"SYTL1",0.555749455597309
"KLHL20",0.555274685924522
"GPD2",0.554587281901794
"CAMK2N1",0.553990960910149
"RPL15P3",0.553229705424017
"MLK4",0.553206101335121
"AC131097.4",0.552028119638795
"CALM2",0.551905882728074
"PPP1R14B",0.551268334146629
"CHIT1",0.550333901549437
"PTPRN",0.548201704870782
"RP11-415J8.5",0.547389138138462
"EXOC8",0.547169655359348
"RP5-966M1.4",0.547122532350954
"ACADM",0.546258018527926
"HMGN2",0.545054140457665
"CYP27C1",0.544930789825419
"UQCRC1",0.544723779104124
"CCT4",0.543775617871242
"AC009950.2",0.542515688584228
"RIMKLA",0.54111425667258
"PDIA3",0.540691739306333
"RP11-359K18.4",0.539361964812367
"FTH1P16",0.538994853690515
"CD53",0.538626020013761
"RP5-1074L1.4",0.536778637914299
"LGALS8",0.536513702145409
"RP11-543P15.1",0.53619432434462
"OR6K2",0.535711257851775
"RNF220",0.535098926441678
"AFTPH",0.534819428633321
"ALS2CL",0.534386820877215
"AC093698.2",0.534097324476847
"INPP5B",0.531289506402196
"RP5-1057J7.6",0.531288125825865
"XRCC6",0.531075221894716
"RP4-713B5.2",0.530473636781094
"PHBP12",0.530259175334144
"NBPF18P",0.528956003622015
"RBM7",0.528310552323669
"ISCA1",0.527567082926787
"DDX50P1",0.526698458866178
"RAB6A",0.526595133320151
"RP13-104F24.3",0.523658561935971
"RP11-184I16.4",0.523282347801739
"BRINP2",0.523174971726417
"UBA2",0.522674210890842
"MIR3938",0.522655741784112
"ZNF596",0.52151552032274
"MNDA",0.520925230131614
"AC007383.6",0.519165748662384
"AMY1B",0.518630203584231
"LDHAP2",0.518456587046544
"UNC80",0.516768176189697
"KCNC4",0.51584812881754
"RP5-849H19.2",0.514442161857438
"MEF2A",0.514284355296849
"RPS20",0.512416678104423
"RFX8",0.512203768281141
"GLMN",0.510188297230137
"CLCC1",0.510155500599853
"PPIH",0.509260748069477
"LBR",0.509172852198649
"RP11-62I21.1",0.508073088336313
"MIR554",0.507737106391566
"CDC73",0.507733917939694
"RPL35",0.507677354362153
"TMA7",0.507047800175874
"SLC6A17",0.505536752703068
"PIAS3",0.504861959766838
"AC079807.3",0.504745168769658
"GS1-257G1.1",0.504098636145235
"SEC63",0.503342256784867
"MROH2A",0.503232620585289
"TSEN15",0.4991234005829
"NOL9",0.498483929452173
"CRYBA2",0.498459088890324
"HYDIN2",0.49808620577495
"KISS1",0.495783898023478
"RP11-122G18.7",0.495523079498169
"LMNA",0.494957270301985
"RP11-102M11.1",0.494955766742104
"ZCCHC17",0.494918666692656
"KIF1B",0.494340149860775
"ADORA3",0.492448995686868
"PRELID1P1",0.492373755872063
"CD48",0.491987059516564
"RPL23A",0.490399652764241
"FTH1P11",0.489076287276856
"SLAMF9",0.488586547036198
"PPT1",0.487289670423418
"EDEM3",0.486552269676206
"CAPN13",0.485700103634197
"RP5-1033H22.2",0.484608843719916
"RP11-323D18.5",0.483697374180434
"C1orf192",0.480874191192103
"TRAPPC3",0.480080963005755
"AL353898.2",0.478913737037401
"DNAJC10",0.476237297033683
"SLC6A20",0.476191527048659
"UBIAD1",0.475484408858788
"KIF21B",0.475433464120037
"TCEANC2",0.474898827772452
"ZNF587P1",0.474540178242634
"VHLL",0.47354315591841
"TMSB4XP1",0.472745111125046
"ARTN",0.471531838731116
"EMC1",0.471118288122857
"EIF2AK2",0.468835863207869
"SEMA4F",0.468629595439688
"PLGLB2",0.467181639336695
"PPIP5K2",0.467122058148227
"MRPL19",0.466204543015881
"SNORD89",0.466163502692213
"AC007099.1",0.465809740947491
"HRH1",0.464134659189589
"WNT6",0.462478561098275
"MED18",0.462410652888453
"PFN1",0.462400392087923
"RP11-631M6.2",0.461462380792318
"IGKV3OR2-268",0.459752369134937
"HTR2B",0.458477618914742
"RP4-682C21.2",0.458019228685791
"ZNF135",0.45669624079701
"AC008065.1",0.456099014670127
"FAIM3",0.455655448267804
"AC019097.7",0.455616583361958
"RP11-195C7.2",0.455540245662328
"CCNG1",0.455540245662328
"MIR181A1HG",0.453210697943723
"KDM4A",0.452984486591882
"AC012065.5",0.452787807746528
"RP11-402J6.3",0.452623506656578
"ZNF2",0.452035039508014
"MYBPHL",0.451853742536254
"RP11-332O19.5",0.45162906231973
"RP4-592A1.2",0.450927029858213
"CTD-2353N24.1",0.450505321901984
"CAP1P2",0.450344184774944
"EOMES",0.449366933967461
"RP11-492M23.2",0.449215066393366
"AC007750.5",0.449170539587609
"RP4-773N10.4",0.449124607071376
"PHLDA3",0.448200782176299
"PGAM1P4",0.447436628596803
"KHDRBS1",0.447328042920529
"PNPT1",0.44701709867053
"COL7A1",0.446571292810437
"AL356261.1",0.445012480441778
"HNRNPA1P21",0.444136723015616
"KCNF1",0.44404072803318
"ASB1",0.44343596106526
"RP11-263K19.4",0.442516865870923
"AC079753.4",0.4423868321403
"TAS1R2",0.441793409052752
"GAPDHP59",0.438280719987551
"RNF7P1",0.437848626952967
"RP11-717D12.1",0.437501062796936
"HMGN1P38",0.436843867830969
"MALL",0.436704595670797
"USP39",0.433932746091581
"IGKV1-9",0.433339151294295
"KRT8P29",0.431368088874006
"RP11-126K1.2",0.429372189780701
"HIST2H2BA",0.425575369465836
"GCLM",0.425433898975674
"RPL5P9",0.425382287974948
"FUBP1",0.425140845741181
"AC092653.5",0.424805510789537
"C3orf35",0.423847206580593
"CXCR4",0.423723801334893
"BCAN",0.423030250013927
"HIST3H3",0.42278581376323
"WDR54",0.422546177360428
"SLC22A14",0.422258189188446
"HSD17B7P2",0.421818918250339
"SNORD103A",0.421261628276716
"NIT1",0.421216315961075
"CNIH3",0.421068244397455
"HNRNPA1P35",0.420944617285474
"HNRNPU-AS1",0.419828563831774
"AP4B1-AS1",0.419802530192425
"RP11-576I22.2",0.418656877660797
"PLEKHA6",0.418439494338271
"ARL5A",0.418274985225682
"IVL",0.417545379814259
"RAB4A",0.417093996903782
"DNER",0.417019487580395
"TNFAIP8L2",0.416432356315197
"AC026882.1",0.415969000127202
"LCE4A",0.415499473833748
"LCE1D",0.415499473833748
"TPM2",0.415499473833748
"RNF213",0.415499473368012
"C1orf174",0.415301739267682
"ACTL8",0.415187315441766
"AC017104.2",0.414604142343843
"AC069154.4",0.414285854574754
"ELAVL4",0.414261857149153
"CBWD6",0.413895396330253
"RPL31P49",0.413814744350842
"SF3A3P2",0.413814743560641
"LASP1",0.413814743560641
"CMC1",0.413269086769985
"NR1I3",0.413224306634482
"RP11-24F11.2",0.412876350631348
"MRPL53",0.40821039061953
"LDLRAP1",0.407782098466698
"AC005540.3",0.407618477741398
"PRSS42",0.406969659365981
"RP11-332L8.1",0.405133619476213
"NVL",0.404180023324924
"LINC00696",0.403332903189071
"ZNF28",0.400091302225605
"KCNA3",0.398041892348999
"EIF5B",0.396681888531718
"OLA1",0.395463894086657
"FAM161A",0.394749922599867
"GBP1P1",0.394214261294492
"AC104651.2",0.393602860215595
"AC083855.5",0.392051757032875
"DQX1",0.392013178371049
"SLC25A39P1",0.391571288221881
"ST13P20",0.391225807123905
"TNFRSF4",0.3911205307879
"RP4-717I23.3",0.39024873951696
"AC092835.2",0.390109556842506
"AC009302.2",0.389844628472172
"CD247",0.389696359021319
"RP11-395L14.13",0.388826147314749
"PADI2",0.388379852010514
"CHCHD5",0.387634848492266
"UTP11L",0.387415797152927
"RP11-568K15.1",0.386678958220671
"DDAH1",0.386566540599976
"OPN3",0.38594466645914
"PGLYRP4",0.385856510101504
"TKT",0.384875932073888
"STEAP3",0.384753503012883
"CNIH4",0.383528266724591
"TRIM17",0.383372568271783
"SMARCE1P2",0.383277569909853
"TMEM61",0.382926312460341
"ITGA4",0.381859734750671
"MSH2",0.381641064339246
"NBPF3",0.379962483131457
"MCOLN2",0.379078301952228
"RP11-171I2.3",0.378235988372738
"PRMT5",0.377586014831241
"HSD3BP1",0.376465552665114
"TMEM222",0.375468178754047
"MRPL44",0.374312518216886
"RMND5A",0.374283489292484
"CNNM4",0.373281702999146
"MOB1A",0.372513353212286
"RP11-632C17__A.1",0.372337791424571
"MIR1262",0.372243342100395
"AC016906.1",0.371954892257772
"SETP10",0.371631387653507
"PPIAL4A",0.370127481799194
"AC093106.7",0.369302862928608
"AK4P1",0.368187408058527
"SCARNA2",0.366640104127988
"STK39",0.365958047476078
"AC009237.11",0.365730308141687
"HNRNPA3P6",0.364702758415066
"CTA-253N17.1",0.364003965895506
"HSPA9P1",0.363397248592209
"MIR557",0.363282620376782
"ZNF859P",0.363021889904626
"RPS29",0.362260374527111
"SNORD82",0.361756634084185
"HSPA8",0.358282356963101
"UGT1A6",0.357590612268684
"RP4-700A9.1",0.357444347478235
"HMGN2P4",0.357345080091666
"IMPDH1P10",0.357206010745539
"RP11-61N20.3",0.356808015098146
"DPP10",0.354951543835948
"KDM3A",0.354633652983204
"HMGB1P4",0.353446852067445
"ATG7",0.352267574482733
"RP11-550F7.1",0.352230683523477
"GEMIN6",0.352189706737532
"RP11-451F14.1",0.351224525105594
"CCDC30",0.350947855512999
"SCCPDH",0.350123823317552
"IER5",0.348505727383784
"RPSAP47",0.348082302097989
"AC022007.5",0.346678373527785
"DGKD",0.346064643188091
"UBTFL3",0.346060202468724
"ZNF431",0.345559798904798
"CBWD1",0.345401735922674
"SLC26A9",0.344208636149132
"TMEM57",0.34348174678489
"LCE1A",0.342697021940196
"RPL13A",0.341613624711381
"RP11-25K21.6",0.341261504142
"TAF12",0.341088228660963
"ODF2L",0.340653021174569
"C1orf132",0.340305406601119
"ZC3H12A",0.339403006928059
"AC005042.3",0.339112446176033
"HNRNPA3P10",0.335942627570445
"RP11-274B21.1",0.335790400357463
"NACAP1",0.335790400357458
"ATP6V1E1",0.335790400357458
"FZD7",0.335644833365255
"CD160",0.334847590410495
"MAP3K2",0.334188293641878
"BANF1P4",0.334130495390527
"AC007389.1",0.334109400521738
"HIPK1",0.333565775810667
"CMTM6",0.331042604133713
"FLG",0.331011776744383
"WDFY1",0.32991221518076
"HNRNPA1P47",0.329885350768267
"AC093142.2",0.327267622551137
"RP11-177A2.5",0.326378339875772
"FCF1",0.326126010617972
"RP11-378J18.8",0.325807477283493
"TNP1",0.325366634862963
"LINC00954",0.325210639240666
"MTND5P28",0.325210633189359
"AC018462.2",0.325210629301236
"PLA2G12AP1",0.325014167881344
"CCNYL1",0.324819802403944
"RP3-510D11.1",0.324390312778305
"MIR563",0.322163125616885
"CA14",0.321171136888797
"SNRPEP7",0.321048356990204
"AC011997.1",0.320991290582709
"C1QB",0.320753822674308
"ZNF678",0.319360848777079
"SNX18P16",0.318342787753691
"TLK1P1",0.31834278775236
"PARP1P1",0.31834278775236
"RP11-734J24.1",0.318342787751405
"HMGB3P6",0.318297518679158
"IQSEC1",0.317932524386882
"C1orf186",0.317676770042527
"NCK2",0.317529375185613
"RAB1A",0.317408307587825
"BTBD6",0.317340065273778
"CYB561D2",0.317035124934625
"RP1-283E3.4",0.316946352326969
"AC108938.2",0.316946352326969
"SLC9A2",0.316746153972576
"NPPC",0.316518356394538
"ATP8B2",0.315766818976794
"TUSC2",0.313228966216228
"RP11-33B1.4",0.313224881524577
"HMGN2P20",0.312551778039638
"RP11-708J19.2",0.312476823554598
"WNT4",0.311064481482765
"D2HGDH",0.309759241965543
"GSTM3P2",0.309388112189873
"RP11-776H12.1",0.309338383211974
"SNORA72",0.309338383211958
"RP5-890O3.9",0.309124641042175
"LYG1",0.308596027887574
"NPM1",0.308312287308276
"UBA52",0.308128100638391
"ZNF35",0.307020132349579
"SCYL3",0.306481916549378
"LINC00312",0.3061839040203
"MIR425",0.306183902819983
"KCNIP3",0.306163794203128
"RORC",0.306056006634643
"FAM124B",0.305192813773612
"AC104820.2",0.304545674719213
"SNRPD1",0.304019244993729
"HMGN2P3",0.302981356913239
"AC098614.2",0.302547098606453
"SNX25P1",0.301883843041718
"EEF1A1P19",0.301545167475301
"PUSL1",0.300664366164431
"SLC25A34",0.300349548230682
"RP11-603B24.1",0.300045956021873
"RP11-422P24.9",0.299605049710635
"CTD-2026C7.1",0.299496956386783
"GNG5P2",0.299305093223681
"BAP1",0.29909444372006
"EPHX4",0.297330937174456
"RP11-243M12.1",0.297208603658126
"RAD54L2",0.296561776674916
"AC016683.6",0.296530411651557
"RP11-504P24.5",0.296372216522815
"C2orf27B",0.295450068714662
"DPH3",0.295347538780283
"RASAL2",0.29495393319341
"VPS45",0.29463541558238
"XDH",0.294486580713945
"KLHDC9",0.294301566783077
"CYB5RL",0.293540427546005
"SNRPGP2",0.29327593156064
"FTCDNL1",0.293060822102716
"RP11-255N24.4",0.293024975406379
"UCN2",0.292210996257929
"LINC00471",0.291317676101716
"AC009299.2",0.290150554796877
"AC017104.6",0.290150554796877
"CFL1",0.290150553768657
"PTP4A1",0.290150552543177
"RPL37AP1",0.290150552543177
"RP13-585F24.1",0.290150552404612
"AC012512.1",0.289460658832474
"KIAA1211L",0.28927282702716
"RP11-51I5.1",0.28916719555641
"BTF3P5",0.288732060325626
"SH3YL1",0.288645300176573
"HFE2",0.288366486189313
"LINC00266-2P",0.288366486189313
"KIAA0319L",0.285867689612118
"DDX11L2",0.285653313224781
"CCDC163P",0.285635832481514
"CABYRP1",0.285093568583875
"AC009313.2",0.284615330728321
"DISC1",0.283624629912092
"RP5-1126H10.2",0.283477765743685
"RP11-1029M24.4",0.283477765743685
"PEX14",0.282996482483763
"ZC3H11B",0.282340259259433
"FEV",0.282100090700007
"KRT8P18",0.282100087579817
"PINK1-AS",0.281358278378704
"ZBTB8A",0.280147112340662
"CHRNB2",0.278238162627643
"RP5-1180C10.2",0.277959567869802
"MOB4",0.276206310183777
"API5",0.275971441205024
"SLC44A3",0.274457856965426
"XRCC6P3",0.274216287777622
"DYNC1LI1",0.273195686917168
"COLQ",0.27187821510402
"GPR55",0.271640957301965
"PTAFR",0.270594422948368
"RIMS3",0.270429401589276
"RP11-267N12.3",0.270337298712315
"RP11-400N13.3",0.270337297253358
"CTC-444N24.9",0.27033728797606
"MCOLN3",0.270248513818153
"CXCR6",0.269833497492035
"HTR1D",0.269815338281007
"AC016747.3",0.269124193108902
"HNRNPA1P14",0.269124193108902
"AC005042.2",0.269124069047196
"RP11-173A6.2",0.267747383882818
"FASTKD1",0.266593483972122
"ERC2",0.265696635939123
"AC016745.1",0.264281540834181
"AC016735.2",0.26393923164471
"ZNF385B",0.263833481501683
"NDUFAF2",0.262330066329078
"CTSE",0.26154576234107
"TJP3",0.26154576234107
"AC104297.1",0.261172799680977
"RP11-413E1.2",0.26067323743468
"AC017002.2",0.260597771919627
"CERS6",0.259913461866817
"LRRC37A12P",0.258414202296556
"FAM159A",0.256833782536589
"RP11-480I12.2",0.256122102086056
"ADAM17",0.255876525312622
"HSD17B7P1",0.255363700475387
"AC018890.6",0.254727920823177
"RBMXP2",0.254626965890962
"RP11-164O23.5",0.253882123277519
"IGKJ3",0.253712040456842
"AC016995.3",0.252764520985986
"GPATCH3",0.252448310771781
"MAP7D1",0.250930698695767
"TNFAIP6",0.250614645248065
"FRRS1",0.249708952065365
"RP11-159M11.2",0.249445759818737
"RN7SL473P",0.249445759714072
"RP11-737O24.3",0.249445758751788
"AL020996.1",0.249445757584574
"AC022182.2",0.249445757584574
"ARID4B-IT1",0.249445757381756
"RP11-404E16.1",0.249445756175964
"PRRT3-AS1",0.249445756175964
"RNU6-773P",0.249445749614983
"POU5F1B",0.249445749614983
"CBX1P3",0.249445748578148
"RP11-275I14.2",0.249445748578148
"AL590085.1",0.249445747426145
"CICP26",0.249445747426145
"DNAJB6",0.249445747426145
"SZT2-AS1",0.249445747225789
"RP3-426I6.6",0.249445746124742
"LCE6A",0.249445746124742
"HNRNPA1P3",0.249445746124742
"RP11-565P22.2",0.249445746027102
"RP11-335O13.8",0.249445746027102
"YIPF4",0.249226937017316
"CLCNKA",0.247909878424547
"RP11-345I18.4",0.247878798232716
"RGS21",0.247621355604807
"RPL21P75",0.247599903218286
"RP11-466F5.4",0.247599900238916
"C1orf86",0.247212303245065
"HPCA",0.246955205836068
"CCDC138",0.246925710257228
"RP1-283E3.8",0.24655303283231
"LAMTOR5-AS1",0.246449432674559
"RP11-201O14.1",0.246216327817123
"IGF2BP2",0.245948964871135
"TMEM69",0.245918261806632
"RP1-117O3.2",0.245587130277567
"C2orf62",0.24436277500901
"ATP6AP2",0.244331829942258
"NUDT4P1",0.244178860217979
"FOSL2",0.239445140901133
"RNF144A",0.237869480371567
"RP5-1065J22.8",0.237573536142473
"MTMR9LP",0.237573536141828
"RP11-506B6.3",0.237573536135865
"PPCS",0.237246126184562
"RP4-694A7.2",0.237087010373778
"RP11-603J24.7",0.236531513966261
"RP11-384B12.3",0.236366570834212
"SH3RF3",0.235913928634089
"FBLN2",0.235886426875807
"RP11-54O7.17",0.235194830336324
"AC002055.4",0.235194823656492
"TAGLN2P1",0.234914062141093
"MREG",0.234682829317134
"KIF5C",0.23451339470766
"AKR7A2",0.233424571550891
"KCTD18",0.233294288513132
"B3GNT7",0.231881352029181
"PSMA2P3",0.230180895505454
"ABCE1",0.229640009460249
"TMEM78",0.229135564737901
"RP5-1092A3.4",0.227558717341329
"NHLH1",0.226872214954863
"AC010092.1",0.225584280708686
"SNORD92",0.225321650400115
"SP3",0.225245379041333
"ST6GAL2",0.225076801011411
"HSP90AA1",0.224459769496484
"RP11-488L4.1",0.224065835652585
"CBWD7",0.224065833283613
"PABPC1",0.224065818329504
"AC007386.3",0.224065816408486
"CIR1P2",0.223189753828653
"AC018738.2",0.223015937033562
"CDC42EP3",0.222995136748518
"RP11-29H23.5",0.222019655609672
"PPIAP29",0.221769515624189
"SRGAP2",0.221635556241223
"GNRHR2",0.220821307629396
"RP11-122G18.5",0.220821307629396
"RP11-493E12.2",0.220821307629396
"CACNA2D2",0.220772888965164
"PPIEL",0.219259976480847
"ANXA6",0.219259976480847
"RP11-101O6.2",0.219192157621673
"RP11-1029M24.1",0.219188734853929
"YPEL5",0.219013862382987
"NBPF12",0.218622489275247
"RP5-857K21.7",0.218207082884442
"RP11-570P14.1",0.218034633429663
"ANAPC1P1",0.217754092494265
"ZBTB48",0.216955048195116
"ABHD14A-ACY1",0.216548794270015
"AC016700.4",0.215622071734255
"GAREML",0.214989575536641
"RP11-513D4.1",0.214798219115694
"BOK",0.214770398401074
"AC011742.3",0.214319257863626
"XIRP1",0.213004364120911
"AC012354.8",0.212938053242976
"GAL3ST2",0.211447908194163
"IGKJ4",0.211135341245072
"KLHL40",0.210677844219468
"RABGAP1L",0.210266324297426
"NBPF20",0.209947715915515
"RHOA-IT1",0.209125167645801
"LINGO4",0.209062729028988
"RP5-1052I5.2",0.208867860742061
"OR2T2",0.208366322076784
"CAPN14",0.207630916934132
"STAMBP",0.207583639315401
"RP11-282K24.1",0.207014474778938
"TCTEX1D4",0.206583762799162
"SCNN1D",0.20531958380619
"TPM3P7",0.205238471838409
"RP4-667H12.4",0.205026628451631
"PNO1",0.204523064118977
"RP3-417G15.1",0.204467360788007
"CTB-79E8.3",0.203713032101134
"SETD5-AS1",0.20356896457147
"RP1-43E13.2",0.203189018837933
"RP11-284F21.10",0.203189018837933
"RPL13AP5",0.203189018837933
"MPRIPP1",0.203071253919538
"IL19",0.202386781821897
"SLC22A13",0.201881901389556
"TMEM169",0.201878968355684
"TRMT61B",0.201767837767462
"PLEKHM3",0.200445458279816
"CCR3",0.199680084290281
"IGKV6-21",0.1996133330035
"DNAJC19P8",0.19924506689707
"AURKAPS1",0.199235723680791
"CTD-2062F14.2",0.199235549997524
"RP1-224A6.8",0.199234278635925
"RP11-206L10.3",0.199234182064311
"RP1-102G20.5",0.199234120779617
"RP11-90L20.2",0.199234061815983
"SLC4A5",0.199234061815983
"AC073410.1",0.198429497025194
"RPL36AP15",0.198429497025146
"AC093375.1",0.198429497024098
"RCC2P6",0.198429497024098
"RN7SL425P",0.196101741692188
"AC112229.7",0.195958168582078
"RP11-347P5.1",0.195742058230118
"AC012360.6",0.195273203291512
"NTSR2",0.195208406690983
"ZC3H15",0.194955440443994
"RP11-70P17.1",0.194894913365509
"RP11-25I15.1",0.194894913365509
"RNA5SP78",0.193955906096041
"RP11-417F21.1",0.193955906096041
"ASAP3",0.193411367884788
"TTLL3",0.192974379830739
"ZBTB8OS",0.192379490183115
"HK2P1",0.192033106972208
"UCHL5",0.190722521798352
"SDF4",0.189509211804138
"RP11-215A21.2",0.187656339043582
"NRBF2",0.186189448077059
"RP11-376N17.4",0.18604895190262
"RP4-633I8.3",0.186048951902505
"RP11-122C9.1",0.185803762874481
"BTNL10",0.185521297238797
"UBE2E1",0.185257252668447
"THAP3",0.184844046160242
"AC005033.6",0.184301267616689
"PTPN2",0.183754338156633
"LELP1",0.181601005556446
"TMEM198",0.181343248291124
"HMGCL",0.181019296450003
"HMGB1",0.18066138773581
"CCR2",0.180262722781614
"AC007560.1",0.18012900252333
"AC017002.1",0.179948781176275
"ZNF362",0.179754851551185
"SRSF4",0.179678250892849
"RP11-717A5.1",0.179190707385811
"TFB2M",0.178302576442555
"MIR1290",0.177273404567252
"AC017099.3",0.175273446570719
"PROKR1",0.175017322111533
"UBE2D3P2",0.174972190804582
"KRT8P3",0.174194262559496
"RP11-365O16.5",0.171624110117002
"ANAPC1",0.171517287455897
"AMER3",0.171499239392127
"DPY30",0.170874733650382
"DSTYK",0.170477232374243
"RBM34",0.167424143816072
"AL139147.1",0.166984554886421
"FBXO2",0.166505279843809
"AC112229.1",0.166464588933607
"RP11-510N19.5",0.166126661200294
"TPM3P8",0.166040894500499
"FNBP1P1",0.165682794539394
"AC078899.1",0.165682794539394
"AC007362.3",0.165682613160008
"RP11-75L1.2",0.165682613031095
"DOCK10",0.165447950868344
"INPP4A",0.16489505522211
"GPX1",0.164783455177086
"FCRL5",0.163615481851449
"JMJD4",0.160915695965376
"RP11-367G18.2",0.160129676133749
"RPA3",0.159940050526595
"NSRP1",0.15963160069938
"PSAT1P3",0.159332397365041
"TTC4",0.159227960107388
"RN7SL359P",0.159227913214368
"RP4-758J24.5",0.159227912610098
"RP4-631H13.5",0.158816954469762
"RP11-486B10.4",0.158814896506602
"AC093642.3",0.158814896506602
"RP6-105D16.1",0.158811402482604
"NBPF1",0.158599171725769
"TXNDC12-AS1",0.158220267768058
"AC012363.8",0.158220267768058
"RP11-337N6.1",0.158220267768058
"CICP13",0.158220267139793
"RNU6-37P",0.158220266468913
"RP11-506O24.2",0.15822026565837
"MT-CO1",0.158220265542083
"SNRPEP2",0.158220265523831
"AC019048.1",0.15822026548662
"AC121251.1",0.158220265408144
"AC096677.1",0.158220265398072
"RP11-848P1.4",0.15822026535701
"ELF2",0.158220265344767
"DHX9P1",0.158220265344767
"AL138847.1",0.158220265344337
"RP11-744H18.1",0.156905584661815
"AC109829.1",0.156694330526084
"PDE6D",0.156508868090721
"MT-ND2",0.155826954449753
"RP11-260M2.1",0.154626782751447
"HNRNPA1P6",0.154527627478597
"PRR21",0.153954432501471
"RP11-32P22.1",0.153855215504478
"RP11-88H9.2",0.153603754468219
"RP11-439E19.8",0.153385194506093
"FBXL2",0.152849394862115
"THADA",0.152848091387627
"FHP1",0.152566328155198
"AC090804.1",0.152566328155137
"MALAT1",0.152566328155137
"EEF1B2P1",0.152566328155137
"HMGB3",0.152566328155026
"ASH1L-IT1",0.152566328154908
"AC073283.4",0.152566328154908
"NSA2",0.152566328154908
"CTD-2302E22.3",0.152566328154908
"AC010900.2",0.152566328154896
"SLC8A1-AS1",0.152566328154654
"SETP14",0.152566328154654
"FTH1P1",0.152054532987446
"RP11-34P13.7",0.151170989993962
"C1orf227",0.150671379110878
"FCER1G",0.150458036498824
"RP11-219C24.8",0.149511302399411
"EIF2B3",0.149150974363192
"APITD1",0.148621279694569
"RP1-212P9.2",0.148621279694569
"RP11-495P10.10",0.148621279694569
"RP11-480I12.7",0.148621279694569
"RPRM",0.148621279694569
"RP11-311B14.1",0.148621279694569
"NACA3P",0.148621279694569
"ST13P5",0.148621279694569
"RP11-244H3.1",0.148310858065635
"HMGA1P8",0.147921556994382
"PEX13",0.147886377050108
"KCNJ3",0.147513123206529
"AC006461.2",0.147500650310428
"DLEU2L",0.147406728228725
"SPTLC1P4",0.146391521288008
"KDM1A",0.145861035273504
"DIEXF",0.145594812998535
"RPSAP4",0.145303399344152
"RPSAP15",0.145169054510315
"CNTN4-AS1",0.144257345329799
"UBXN11",0.143512555850501
"AK2",0.143053361110281
"KDM4A-AS1",0.141938726288154
"GLULP4",0.140234514889591
"TMEM182",0.140143480961625
"ISCA1P2",0.139940802402335
"RP11-112J1.1",0.139804276072909
"CHCHD4",0.138508073551671
"LRRN1",0.138138499329354
"SP140L",0.136983886065164
"CCR8",0.136941697924294
"FAM133DP",0.135450490449983
"FTL",0.134922714480568
"RP5-1052I5.1",0.134755001966863
"AC073215.1",0.134268921724708
"ACVR2B-AS1",0.134268920543115
"WDR82",0.133773637076874
"ASAP2",0.132907734953314
"MIR553",0.1325749475665
"MOGS",0.132172239730084
"PRKAG3",0.132093381814457
"LCE3A",0.131914459298548
"MIXL1",0.131579955349511
"RP11-142L4.3",0.13090795288502
"RP11-438L7.3",0.13060459651684
"RP4-635E18.7",0.130602131013795
"RP11-389O22.5",0.130602131013795
"MTOR-AS1",0.130353714705371
"CALM2P2",0.130353714705371
"RP3-476K8.3",0.130353714705358
"RP11-181E10.3",0.130353714705358
"CAPN10-AS1",0.130353714705358
"BRI3",0.130353714705338
"EFNA3",0.130353714704876
"SOS1-IT1",0.130353714704876
"AC159540.2",0.130353714704876
"MPZ",0.129906705697176
"IPO9-AS1",0.129802402628782
"HMGB3P10",0.129721910818973
"RP11-353N4.2",0.128055187302759
"CCDC18",0.128034873544852
"PUM1",0.126434700735535
"ARHGEF33",0.126027103446724
"RP5-1065J22.4",0.125979304736672
"AC009237.4",0.125943446342279
"POTEF",0.125456561988833
"QPCT",0.125452449636017
"PRSS38",0.124814245879508
"TNFRSF18",0.124757157084266
"ZNF672",0.124572336062168
"G3BP1",0.123303899775289
"WDR48",0.121546328841914
"AC090954.1",0.121342387752119
"SLC9A1",0.12074853995145
"STT3B",0.120332771377278
"DYNC1I2",0.119508220252472
"AC018735.1",0.118889123674278
"ACTN2",0.118632308996041
"HMGN1P30",0.118494408990479
"HSPA8P18",0.118494408940465
"AC013472.3",0.118494396226832
"SELL",0.118163193361049
"AL391994.1",0.117410522365912
"RP11-384B12.2",0.116916833046482
"ANKRD35",0.116549606433462
"ASXL2",0.116308060231062
"RPL4",0.115388541962145
"ST3GAL3",0.114564127138994
"ZNF638",0.114156557972099
"GPR153",0.114113463312247
"CHCHD4P4",0.11385916981676
"MORF4",0.113454287760093
"ILF2P1",0.113454287476229
"RP11-12M9.4",0.113454287172969
"RP11-332P22.2",0.113454286905745
"BCAS4",0.113454286892428
"RN7SKP38",0.113454286711925
"RN7SL488P",0.113454286626784
"EI24",0.113454286626784
"RP11-680G24.4",0.113454286626784
"MIR1976",0.113454286578761
"RP11-16F15.2",0.113454286578761
"RP11-169K17.2",0.113454286555106
"RP3-395M20.8",0.113454286461603
"MTND4P11",0.113454286461603
"RP11-493E12.1",0.113454286461603
"RP11-333E13.4",0.113454286329178
